Date,Close
2017-01-03,2164.3735871067274
2017-01-04,2163.4089803212455
2017-01-05,2160.711707729375
2017-01-06,2156.1559013045407
2017-01-09,2150.2344708011638
2017-01-10,2143.6365216598438
2017-01-11,2136.8805773383124
2017-01-12,2130.1795572465594
2017-01-13,2123.5188061213503
2017-01-17,2116.809204118694
2017-01-18,2109.9784431380094
2017-01-19,2102.9850659481654
2017-01-20,2095.8564026346526
2017-01-23,2088.6177588321843
2017-01-24,2081.3028900569793
2017-01-25,2073.914788975403
2017-01-26,2066.4460619411393
2017-01-27,2058.889535356869
2017-01-30,2051.2478938203626
2017-01-31,2043.5092986955535
2017-02-01,2035.6817157561516
2017-02-02,2027.7937953816324
2017-02-03,2019.8770925982392
2017-02-06,2011.9760132936692
2017-02-07,2004.1109340050916
2017-02-08,1996.3056200242377
2017-02-09,1988.5633280762702
2017-02-10,1980.8889872587338
2017-02-13,1973.3213482000895
2017-02-14,1965.8599047876432
2017-02-15,1958.5394907777008
2017-02-16,1951.3767198695741
2017-02-17,1944.380438032963
2017-02-21,1937.5611636099482
2017-02-22,1930.9339039421602
2017-02-23,1924.4997592745863
2017-02-24,1918.2788860953983
2017-02-27,1912.2846633836452
2017-02-28,1906.5196657125975
2017-03-01,1900.9990544581835
2017-03-02,1895.7269885464564
2017-03-03,1890.7141183488957
2017-03-06,1885.9704780997874
2017-03-07,1881.5013929848717
2017-03-08,1877.311836111492
2017-03-09,1873.4059223959018
2017-03-10,1869.7873046514599
2017-03-13,1866.4634425391816
2017-03-14,1863.429318941924
2017-03-15,1860.6898189474316
2017-03-16,1858.2397273944634
2017-03-17,1856.0805186113028
2017-03-20,1854.2096620344785
2017-03-21,1852.6178936011952
2017-03-22,1851.300372233508
2017-03-23,1850.2483179764156
2017-03-24,1849.4520486740284
2017-03-27,1848.9048748368218
2017-03-28,1848.5948698091306
2017-03-29,1848.510194954889
2017-03-30,1848.6349627364768
2017-03-31,1848.95713647373
2017-04-03,1849.465779731473
2017-04-04,1850.13928369815
2017-04-05,1850.9653916445993
2017-04-06,1851.9231549062588
2017-04-07,1852.9941553820363
2017-04-10,1854.1673026024578
2017-04-11,1855.423628343938
2017-04-12,1856.7379369962616
2017-04-13,1858.1009204868344
2017-04-17,1859.4845665782734
2017-04-18,1860.8702151155896
2017-04-19,1862.2436289286443
2017-04-20,1863.587732215231
2017-04-21,1864.8838648203605
2017-04-24,1866.1076893249083
2017-04-25,1867.2259343204512
2017-04-26,1868.2131181330776
2017-04-27,1869.0509987008938
2017-04-28,1869.7309721080974
2017-05-01,1870.23699678277
2017-05-02,1870.556375897755
