index,rent
77,180589.4963715993
91,52508.44545846085
105,61968.70178810488
107,299592.8333474567
108,70239.50785580106
111,192512.12462817162
140,80474.76007684082
150,274518.8529688125
174,124313.16930067737
221,98462.52251299794
242,123794.69771031803
282,59340.69776186846
366,190638.26980102534
389,89035.35156489187
395,188778.59629711916
397,250253.5746800648
452,77356.8780312455
464,178827.37942492773
476,116888.48007984187
507,186938.95766634712
564,258908.12363406987
577,66434.48981397599
626,131922.97878259135
629,194681.3171096345
630,81859.41943597641
644,176056.80666403897
651,89685.80842359799
660,272899.05009846634
673,399525.47885625827
678,58068.257495157166
681,89366.65757240001
686,132009.12435027852
699,124191.26476360156
703,195840.7245488704
709,196406.59106562394
719,110543.69722606862
729,196562.13574623887
734,254753.33100448843
736,141590.73030279326
749,135961.84835203586
758,88154.6940964442
777,127820.81622086535
779,142117.90542464232
780,127694.72617876813
783,125933.51178914816
787,199665.6228151878
795,131916.2366361638
808,289755.52347808686
829,450274.6943198948
830,402975.87596004514
835,184938.94013830685
838,124409.68199274068
840,125703.07610936358
843,132000.7666905178
860,194433.20504094887
869,196651.83373258877
872,131124.001165878
876,195703.12615772255
880,223139.4876183372
887,184287.0033646746
892,210995.10515266904
918,190013.88289006887
924,180612.07711917878
934,129860.76529302618
936,118485.81131249019
938,92200.43593467321
958,220014.60340997722
961,230248.77301619347
964,53700.54006563614
965,73660.99703881501
969,134826.15202023354
977,81178.04245944372
978,212975.58271841565
991,138461.70708944753
1003,115358.92562421798
1008,177842.9929128733
1009,89940.53502743879
1023,83437.45353209246
1043,79910.58414665626
1044,82252.932998884
1045,182558.70451518722
1046,128382.05333212922
1050,253019.96578698285
1051,192439.37053161807
1058,277209.1053612127
1061,359294.2055967728
1063,119341.26909002657
1065,200509.04697595554
1077,87319.2702617528
1080,164729.79367330341
1081,172771.08398815367
1089,83319.39797426874
1122,319988.4018142163
1126,187688.03910307147
1127,129031.49739675946
1134,125915.44300442189
1145,90349.9608778967
1151,80019.02728173554
1153,127985.09220127112
1168,81955.3324708244
1169,170658.30558535858
1170,202244.52123383488
1182,77586.80096769979
1211,128454.4201363792
1348,89500.73374919996
1394,55810.07873617088
1424,172388.16777513278
1429,198243.4430980437
1494,197335.4981880678
1516,177642.28803561785
1530,224088.51515943735
1534,177098.91813594924
1539,826070.1508845283
1548,198248.16838300697
1550,136881.84402003992
1577,188377.1560786904
1611,186276.38300977493
1615,131992.39005428928
1622,131911.86995052072
1635,173982.0272291527
1647,140902.07053550403
1650,130654.60760128549
1651,134970.73721183985
1698,64475.45028365749
1701,68954.60751024807
1729,57248.895248825196
1769,105370.29501560717
1778,93873.00635381218
1779,110439.00361515189
1842,61000.815322011826
1863,68201.25009932862
1870,52991.29769408547
1872,57530.35624852699
1886,48184.913526260185
1890,94009.14635400797
1913,97112.44989289853
1946,61660.32699078845
1954,76553.88679917034
1983,100742.02876363273
1985,66350.87983959664
2066,80118.11033985463
2229,55289.05868920933
2332,86285.10671668146
2380,95478.63324283277
2487,124160.2641500632
2491,147042.19600594224
2587,71896.3559834268
2634,62707.582435143864
2700,102112.67208128228
2785,103432.70273553608
2794,106571.9902609403
2804,100175.82951532431
2809,99875.89567940569
2810,60545.97482497313
2812,101440.7929041873
2876,97126.46690749793
2899,95815.39188525888
2913,81300.351317502
2983,103316.67751977297
3062,94234.93018937297
3171,77342.92528595011
3271,204653.75387559194
3286,67350.9198870413
3294,52307.25478592344
3307,79018.83884830533
3339,59555.90120538142
3340,994584.2850336755
3376,63019.05705354927
3383,220482.29356775698
3395,110688.45390844383
3415,93876.61453199117
3418,59354.051434980334
3421,59780.22731055481
3453,89006.04574219644
3470,110844.7612186136
3474,82852.26994955108
3508,131047.25612335166
3542,206431.88919642998
3565,89496.25485472257
3577,237277.50588504598
3578,185216.83418267744
3584,65177.4314456454
3586,162969.17418538855
3593,87223.51267360928
3614,85274.56667285264
3661,150078.74970683912
3680,91320.62412409377
3720,171557.60083420976
3724,101158.56494037926
3733,145877.36106531904
3750,116170.87371033276
3767,104104.56075421363
3787,114712.95428024935
3810,88788.51228809415
3815,99094.06696493368
3863,65841.05168285196
3872,64567.018619749884
3900,237687.69436982664
3951,192317.3873028903
3954,226764.91745737125
3987,464797.96892397164
3988,80276.58977448549
4029,79719.01977949671
4041,537531.9841291914
4072,80805.61252982792
4085,232430.76485884882
4088,216265.44789986536
4098,184391.7916426361
4110,574120.8305759195
4124,79439.30690181175
4130,286389.63596238394
4138,203585.07613823158
4149,63704.307963479034
4154,241194.28049779186
4163,390747.3497500554
4187,301482.6171740725
4196,251787.2713795413
4212,184865.5145843151
4222,345012.5802665058
4227,296089.3947185209
4234,565241.122974515
4237,297007.74824590835
4245,79121.52039912433
4261,184384.91003335643
4289,86412.60759367046
4291,60227.00818342382
4295,78289.79324259987
4303,57316.453748122105
4317,85548.32460127675
4323,265291.2347546533
4344,263414.6481723561
4371,522249.06111748505
4375,324722.4475985883
4379,348153.26496080216
4387,466632.74985141994
4401,243514.0364950508
4436,184518.07091979118
4446,536481.7252991202
4460,79983.18618060384
4461,59225.786746836406
4465,219325.30558227975
4480,263033.7417832768
4491,246092.43859811238
4499,422361.73574386595
4502,70818.74580054305
4521,345449.39274851105
4523,79459.25498005528
4546,76105.45851010186
4557,90028.96514425648
4572,98545.20994055444
4574,219090.76749756662
4592,136042.89801916137
4614,81330.04192778413
4615,54759.68664744338
4618,78904.69413862666
4623,80237.99388477278
4624,529510.1307959973
4636,257514.95511021148
4641,110984.94405641421
4675,260394.61498152168
4681,393683.0682487556
4684,121356.74307176075
4695,638452.6104433081
4704,155231.90555189576
4710,200237.9890045601
4712,154969.50970080463
4733,446093.4259431825
4764,265883.65968698834
4770,178673.77061131084
4776,192301.31281574653
4785,180973.7689356667
4793,250136.10595709813
4794,123119.03475133648
4810,261935.33121163724
4815,258065.77979086648
4827,260261.73083846923
4846,253167.03022502625
4854,128139.0020061504
4878,262958.0400089709
4884,313761.45297128905
4891,270254.93673887465
4903,295781.9108372266
4925,80231.7462344918
4929,408979.85022924375
5025,57686.29371616712
5054,57273.70524415069
5064,57420.76513413023
5098,93172.26162664717
5156,67929.26575836501
5204,131485.02360125323
5208,109385.7800084973
5210,137352.68133985688
5218,177934.222617189
5219,124699.91917761764
5227,105747.0773690182
5235,141041.99201568114
5238,244995.18310943292
5254,126142.20525733914
5255,120538.66690298873
5258,94034.76960248302
5271,149420.11570804327
5273,171767.43454361352
5287,170125.5116239327
5300,125849.49020419999
5301,127125.59287614786
5302,158690.26167617395
5318,138754.0670828615
5332,235484.2882195777
5337,86802.71562998873
5362,112094.62010527174
5372,162273.8045213961
5378,211465.23395383288
5381,190705.5234771993
5389,148082.8999792332
5392,182661.7901933107
5395,129651.55114100692
5399,99007.11972406713
5403,113479.3236721858
5408,141415.1267422853
5409,284921.52990994265
5431,846297.6572266137
5433,199147.84009026736
5434,147493.61564739345
5443,223878.49563882843
5449,711527.3095929397
5451,153737.66719269866
5474,300656.94841592555
5479,243142.4175863945
5481,189912.17549870483
5485,124657.27488124403
5488,214957.5368861691
5496,141882.63017583557
5499,131138.57451787117
5501,85131.17410896062
5525,247311.30621046032
5526,122921.99206977113
5527,171283.85726652364
5544,147679.67052261974
5547,238010.2010272448
5553,244461.83804866468
5569,151095.89690981206
5580,277757.0860827037
5585,214158.12266713387
5594,197180.0913964571
5597,245274.2816709554
5601,284982.2744910829
5609,134026.84053825197
5612,298039.1221721232
5615,128318.21071055434
5632,284297.12488384085
5633,94395.9239856512
5643,196369.78849129967
5647,262238.3974597872
5675,91372.63434072724
5683,108356.27801574569
5689,87374.3970615337
5697,165198.11912260024
5702,82974.33867066602
5707,112927.85662124143
5708,202945.11077030483
5721,145617.99771353934
5726,187697.11688912468
5730,76714.90445353114
5741,117600.51786926956
5774,123229.13163728811
5838,218632.42328421137
5861,121772.15652304085
5875,167389.49347848175
5877,283033.3007967692
5878,168990.3756745578
5894,84530.85388350967
5931,90219.77590019429
5947,194375.83205035477
5986,269760.7665843894
5993,106317.81146829094
6056,348956.66206164856
6086,108140.55769687737
6164,79805.32051065454
6182,191127.88535963022
6193,59988.74990155369
6235,62868.53319581349
6242,53808.15670286567
6275,65765.36968527173
6278,81970.75661971132
6280,77213.66670667983
6299,73792.10713533543
6335,67392.2435579494
6361,114203.8564782048
6363,116765.57712225216
6370,94088.26126704486
6383,118439.20298697372
6406,413910.8308874011
6408,92814.91991723594
6419,180250.18953157315
6420,302863.7886817131
6430,663067.4308002837
6440,254952.6826087379
6441,130460.51209113095
6448,102970.48784324378
6465,100862.11238198014
6477,126117.0142783473
6482,1096530.1348964057
6487,137661.17122313575
6492,117099.62521942279
6493,659210.6973212874
6497,237254.93679482833
6512,78603.15868631013
6513,86756.46526188226
6536,271501.5197872018
6568,404202.62569712626
6571,398226.9092296485
6576,78121.8465274509
6591,391906.3568847459
6593,149982.44423181858
6595,276637.71224095376
6600,79722.40675038929
6610,189621.73818537433
6619,114982.03315763723
6625,145386.21962501208
6626,95202.29238462886
6631,213421.4652414078
6645,84134.35319370913
6651,116003.13261301296
6659,369132.8164055521
6666,129602.03622380563
6674,294589.2674352637
6676,89824.18579035458
6677,220092.01287914152
6702,76817.16766557583
6711,101753.91610261073
6714,359152.55834335124
6715,393990.0688700005
6718,293617.4795548779
6726,92998.41811620348
6757,366225.07155551785
6793,81572.70263762078
6795,207212.70607077653
6818,113843.36071831318
6825,81825.56060653785
6826,226418.39665490255
6835,116000.20275872329
6839,84247.77294671102
6843,625320.4541258869
6856,279428.25917854387
6860,52501.64775150458
6864,92265.35832821559
6866,263779.8191997589
6867,400930.8513126238
6870,119124.02261274331
6872,97120.65550336549
6874,256311.60678190543
6881,681940.8228857036
6886,185293.10612107828
6912,176592.4685179423
6919,441974.99406979803
6932,122281.65475799679
6935,263146.39078125916
6936,385227.1860086165
6972,153177.3219219834
6975,253299.31561900914
6976,398223.3990148217
6989,93193.03517654883
7003,384318.04275144933
7014,396357.0500785036
7028,128819.2750313228
7034,133617.65768072437
7038,93820.80964714447
7059,106815.22580270811
7068,397914.79056293203
7071,147290.42933366526
7080,260387.9939429191
7082,277144.2083268877
7087,139430.6450559827
7089,100151.1030180484
7102,318699.1700612677
7103,207036.4744829491
7115,197397.2359503086
7119,79016.1274002692
7120,150099.63985276563
