index,rent
77,184106.82490727212
91,54400.0
105,54314.28571428572
107,309833.2292663477
108,70000.0
111,194621.94925444925
140,68400.0
150,242901.58730158728
174,116500.0
221,86500.0
242,116500.0
282,39000.0
366,194621.94925444925
389,90750.0
395,194621.94925444925
397,242901.58730158728
452,83166.66666666667
464,184106.82490727212
476,100000.0
507,184106.82490727212
564,242901.58730158728
577,65500.0
626,116500.0
629,191125.0
630,95450.0
644,194000.0
651,114400.0
660,258800.0
673,261700.0
678,56300.0
681,97200.0
686,139514.70716811792
699,108500.0
703,191125.0
709,116310.0
719,116600.0
729,163281.24098124096
734,330000.0
736,139394.50826950828
749,138542.5641025641
758,107500.0
777,136000.0
779,139514.70716811792
780,131690.73295985063
783,135843.0952380952
787,192000.0
795,131690.73295985063
808,308800.0
829,420000.0
830,420000.0
835,195000.0
838,120100.0
840,120100.0
843,139514.70716811792
860,160600.0
869,187800.0
872,139514.70716811792
876,200000.0
880,209766.6666666667
887,220000.0
892,210000.0
918,195674.52380952382
924,188000.0
934,131737.37373737374
936,99600.0
938,109000.0
958,210000.0
961,217058.33333333334
964,52200.0
965,79218.18181818181
969,139514.70716811792
977,101500.0
978,167727.27272727274
991,139514.70716811792
1003,100000.0
1008,195000.0
1009,108000.0
1023,107500.0
1043,84000.0
1044,118590.0
1045,220000.0
1046,131690.73295985063
1050,276200.97236097243
1051,192453.3333333333
1058,276200.97236097243
1061,384500.0
1063,106200.0
1065,190000.0
1077,114400.0
1080,165000.0
1081,116310.0
1089,114400.0
1122,311600.0
1126,180000.0
1127,131690.73295985063
1134,131737.37373737374
1145,80100.0
1151,59800.0
1153,131737.37373737374
1168,91200.0
1169,164000.0
1170,192000.0
1182,98100.0
1211,141500.0
1348,110000.0
1394,66700.0
1424,173124.67228677755
1429,200000.0
1494,188233.3238174159
1516,174872.38095238095
1530,212000.0
1534,170050.0
1539,940000.0
1548,200000.0
1550,111200.0
1577,140430.53221288515
1611,188233.3238174159
1615,139123.89355742297
1622,111200.0
1635,170050.0
1647,115100.0
1650,111200.0
1651,139123.89355742297
1698,71605.71428571429
1701,75766.66666666666
1729,58100.0
1769,92700.0
1778,92000.0
1779,118000.0
1842,65000.0
1863,73100.0
1870,46400.0
1872,57100.0
1886,59700.0
1890,90433.33333333334
1913,142500.0
1946,71800.0
1954,75900.0
1983,99000.0
1985,76300.0
2066,87500.0
2229,48000.0
2332,69105.0
2380,105300.0
2487,156000.0
2491,164000.0
2587,165085.71428571426
2634,70400.0
2700,93500.0
2785,103020.96614200999
2794,103360.68220774428
2804,101461.17166649776
2809,103020.96614200999
2810,68350.0
2812,95625.0
2876,93500.0
2899,83219.9087024087
2913,69400.0
2983,103360.68220774428
3062,88040.29720279721
3171,73844.54545454546
3271,230000.0
3286,69200.0
3294,51400.0
3307,94901.66666666667
3339,65400.0
3340,1755000.0
3376,69000.0
3383,230000.0
3395,117200.0
3415,84900.0
3418,63700.0
3421,57400.0
3453,89400.0
3470,108000.0
3474,74900.0
3508,144200.0
3542,206500.0
3565,85000.0
3577,208181.19047619047
3578,150200.0
3584,64000.0
3586,142558.17460317462
3593,67000.0
3614,77000.0
3661,142444.14502164506
3680,91000.0
3720,142444.14502164506
3724,91000.0
3733,142558.17460317462
3750,129500.0
3767,115400.0
3787,134500.0
3810,74327.14285714287
3815,102900.0
3863,65000.0
3872,55150.0
3900,208181.19047619047
3951,194524.91246498603
3954,208181.19047619047
3987,433020.0
3988,74700.0
4029,79300.0
4041,526900.0
4072,81800.0
4085,237000.0
4088,240100.0
4098,181000.0
4110,526900.0
4124,81000.0
4130,295767.14285714284
4138,197000.0
4149,61000.0
4154,217500.0
4163,355000.0
4187,297000.0
4196,229100.0
4212,181000.0
4222,355000.0
4227,295767.14285714284
4234,526900.0
4237,297000.0
4245,78335.0
4261,181000.0
4289,79300.0
4291,58400.0
4295,81138.88888888889
4303,57767.57034632035
4317,85000.0
4323,247734.28571428574
4344,248000.0
4371,531179.1666666667
4375,352400.0
4379,334950.0
4387,433020.0
4401,242200.0
4436,181000.0
4446,526900.0
4460,81000.0
4461,58000.0
4465,159800.0
4480,226400.0
4491,248000.0
4499,435000.0
4502,81000.0
4521,339220.0
4523,81000.0
4546,76927.46554614975
4557,70000.0
4572,102710.0
4574,197000.0
4592,144000.0
4614,81765.71428571429
4615,61000.0
4618,83900.0
4623,81000.0
4624,526900.0
4636,252258.80274624465
4641,100600.0
4675,410233.5227272727
4681,428562.5
4684,135843.0952380952
4695,388000.0
4704,173600.0
4710,176700.0
4712,172000.0
4733,470000.0
4764,252258.80274624465
4770,125700.0
4776,195700.0
4785,181142.3076923077
4793,253130.00000000006
4794,161314.60317460317
4810,410233.5227272727
4815,410233.5227272727
4827,410233.5227272727
4846,261922.7777777778
4854,136385.4662004662
4878,252258.80274624465
4884,370000.0
4891,253130.00000000006
4903,300000.0
4925,85000.0
4929,340600.0
5025,69280.0
5054,70000.0
5064,62900.0
5098,132600.0
5156,77900.0
5204,114000.0
5208,106400.0
5210,136543.79767291533
5218,177500.0
5219,110000.0
5227,121000.0
5235,160468.57142857142
5238,258575.0
5254,125700.0
5255,129300.0
5258,87600.0
5271,153644.04761904763
5273,193400.0
5287,165000.0
5300,114000.0
5301,125700.0
5302,112300.0
5318,140000.0
5332,231964.67532467534
5337,94104.16666666667
5362,97600.0
5372,123460.0
5378,231964.67532467534
5381,193400.0
5389,160468.57142857142
5392,131200.0
5395,134244.44444444444
5399,114700.0
5403,136543.79767291533
5408,95900.0
5409,301000.0
5431,352600.0
5433,258575.0
5434,159100.0
5443,232000.0
5449,700000.0
5451,157400.0
5474,298000.0
5479,258575.0
5481,205000.0
5485,134000.0
5488,231964.67532467534
5496,111600.55137844612
5499,134000.0
5501,94104.16666666667
5525,257100.0
5526,123300.0
5527,193400.0
5544,157536.90476190476
5547,231964.67532467534
5553,258575.0
5569,160468.57142857142
5580,301000.0
5585,238478.75
5594,160100.0
5597,227100.0
5601,301000.0
5609,96400.0
5612,282783.3333333334
5615,111900.0
5632,267958.3333333333
5633,103091.26373626373
5643,205000.0
5647,314490.3331962155
5675,71200.0
5683,99300.0
5689,76500.0
5697,160000.0
5702,76300.0
5707,105137.69841269842
5708,219714.5454545455
5721,136100.0
5726,200683.88330942133
5730,69600.0
5741,105137.69841269842
5774,120000.0
5838,222315.6109637489
5861,105137.69841269842
5875,151900.0
5877,270966.6666666666
5878,177200.0
5894,81500.0
5931,80000.0
5947,172800.0
5986,223250.0
5993,88680.0
6056,358600.0
6086,99300.0
6164,75000.0
6182,198800.0
6193,72966.66666666667
6235,60553.333333333336
6242,73600.0
6275,64236.030756682936
6278,74378.69047619047
6280,74378.69047619047
6299,90942.85714285714
6335,84900.0
6361,116031.66666666666
6363,131313.3333333333
6370,98561.47002120687
6383,118235.89133089132
6406,305800.0
6408,103680.76923076922
6419,140400.0
6420,273165.71428571426
6430,565000.0
6440,261100.0
6441,111000.0
6448,97880.76923076922
6465,107802.08138780345
6477,122900.0
6482,378000.0
6487,145016.6666666667
6492,119500.0
6493,700000.0
6497,220000.0
6512,76300.0
6513,100000.0
6536,235000.0
6568,305800.0
6571,372772.08467431075
6576,100000.0
6591,347500.0
6593,151500.0
6595,235000.0
6600,80000.0
6610,196540.0
6619,119500.0
6625,153000.0
6626,107802.08138780345
6631,206000.0
6645,91000.0
6651,119500.0
6659,367000.0
6666,117000.0
6674,291900.0
6676,96000.0
6677,200000.0
6702,59800.0
6711,94100.0
6714,365913.3333333333
6715,400000.0
6718,299000.0
6726,98561.47002120687
6757,376050.0
6793,90400.0
6795,155700.0
6818,107000.0
6825,100000.0
6826,128000.0
6835,108850.0
6839,100000.0
6843,435000.0
6856,262800.0
6860,60000.0
6864,103680.76923076922
6866,261943.6507936508
6867,305800.0
6870,110625.0
6872,70400.0
6874,261943.6507936508
6881,435000.0
6886,160000.0
6912,168000.0
6919,430000.0
6932,119500.0
6935,253000.0
6936,400000.0
6972,141987.5
6975,257222.34848484848
6976,372772.08467431075
6989,103000.0
7003,273165.71428571426
7014,400000.0
7028,131313.3333333333
7034,117000.0
7038,85500.0
7059,111820.0
7068,395000.0
7071,151500.0
7080,261100.0
7082,261100.0
7087,135943.3333333333
7089,90100.0
7102,300800.0
7103,200000.0
7115,196540.0
7119,80000.0
7120,159000.0
7126,175244.63012477718
7134,235000.0
7136,195400.0
7148,135558.82867132867
7152,147675.0
7161,111820.0
7169,360000.0
7183,648500.0
7184,107802.08138780345
7214,118235.89133089132
7215,420412.5
7225,135943.3333333333
7253,155700.0
7269,152000.0
7281,138000.0
7296,159000.0
7299,261100.0
7303,135943.3333333333
7316,98561.47002120687
7375,86700.0
7378,51335.72067990489
7420,84638.88888888889
7433,109508.70893472151
7480,130000.0
7481,130000.0
7483,100200.0
7497,66800.0
7530,106400.0
7533,58710.0
7620,109508.70893472151
7629,88801.61716036312
7646,118773.43240093242
7689,106614.41558441558
7745,118773.43240093242
7750,69039.84126984127
7786,65000.0
7791,70000.0
7811,293600.0
7827,51900.0
7856,57200.0
7889,158000.0
7905,144371.42857142858
7929,110443.45238095238
7990,251800.0
8021,111050.0
8065,53980.0
8089,64400.0
8172,365320.0
8207,313150.0
8221,65051.09751359752
8226,133300.0
8228,59600.0
8234,125300.0
8255,130086.35531135529
8257,64160.0
8277,133300.0
8286,130702.74943709541
