index,rent
77,165000.0
91,76000.0
105,83000.0
107,307000.0
108,76000.0
111,165000.0
140,110000.0
150,218000.0
174,165000.0
221,165000.0
242,165000.0
282,83000.0
366,165000.0
389,83000.0
395,165000.0
397,218000.0
452,83000.0
464,165000.0
476,110000.0
507,165000.0
564,218000.0
577,76000.0
626,165000.0
629,198000.0
630,99000.0
644,198000.0
651,95000.0
660,320000.0
673,303000.0
678,99000.0
681,95000.0
686,95000.0
699,95000.0
703,198000.0
709,129000.0
719,95000.0
729,198000.0
734,303000.0
736,95000.0
749,95000.0
758,99000.0
777,95000.0
779,95000.0
780,99000.0
783,99000.0
787,198000.0
795,99000.0
808,95000.0
829,303000.0
830,303000.0
835,198000.0
838,95000.0
840,95000.0
843,99000.0
860,198000.0
869,198000.0
872,95000.0
876,198000.0
880,198000.0
887,198000.0
892,198000.0
918,198000.0
924,198000.0
934,95000.0
936,95000.0
938,99000.0
958,198000.0
961,198000.0
964,95000.0
965,99000.0
969,95000.0
977,99000.0
978,198000.0
991,95000.0
1003,100500.0
1008,198000.0
1009,99000.0
1023,99000.0
1043,95000.0
1044,99000.0
1045,198000.0
1046,99000.0
1050,303000.0
1051,198000.0
1058,198000.0
1061,320000.0
1063,99000.0
1065,560000.0
1077,95000.0
1080,99000.0
1081,129000.0
1089,95000.0
1122,198000.0
1126,198000.0
1127,99000.0
1134,95000.0
1145,95000.0
1151,95000.0
1153,95000.0
1168,95000.0
1169,99000.0
1170,198000.0
1182,75000.0
1211,125000.0
1348,115000.0
1394,65000.0
1424,232000.0
1429,365000.0
1494,232000.0
1516,232000.0
1530,365000.0
1534,232000.0
1539,565000.0
1548,365000.0
1550,140000.0
1577,232000.0
1611,140000.0
1615,136000.0
1622,136000.0
1635,232000.0
1647,140000.0
1650,136000.0
1651,114000.0
1698,72000.0
1701,72000.0
1729,72000.0
1769,115000.0
1778,115000.0
1779,132000.0
1842,68000.0
1863,68000.0
1870,60000.0
1872,60000.0
1886,60000.0
1890,127000.0
1913,68000.0
1946,72000.0
1954,80000.0
1983,98000.0
1985,72000.0
2066,80000.0
2229,62000.0
2332,72000.0
2380,72000.0
2487,161000.0
2491,159000.0
2587,75000.0
2634,64000.0
2700,85000.0
2785,111000.0
2794,111000.0
2804,79000.0
2809,111000.0
2810,79000.0
2812,79000.0
2876,85000.0
2899,89000.0
2913,111000.0
2983,111000.0
3062,89000.0
3171,89000.0
3271,180000.0
3286,85000.0
3294,73000.0
3307,73000.0
3339,68000.0
3340,250000.0
