index,rent
77,184500.22658676706
91,57090.70982744413
105,60814.0306405634
107,307033.0455258483
108,70681.99953360006
111,182709.05644950204
140,70743.95271326338
150,250025.7602615498
174,114167.26662701648
221,89664.75296487153
242,114481.20738708097
282,58081.202394989305
366,182624.36844431655
389,88022.74834461648
395,182734.07771641563
397,250774.9494934191
452,82028.88598224633
464,185626.6013343809
476,110672.46707740652
507,185042.68007939495
564,250025.7602615498
577,64737.188949023366
626,114211.61910937222
629,191472.52301822774
630,103517.56833276675
644,192778.08651101502
651,104797.55272132823
660,249683.65312453138
673,514389.3646456821
678,69231.4966623171
681,105201.11199592729
686,134932.94863026464
699,128310.12734853929
703,191472.52301822774
709,156010.26856747424
719,122221.05292144469
729,207884.0105675535
734,399844.7595091949
736,135721.676237664
749,119751.10172515425
758,105854.96759250632
777,128806.06087380838
779,136778.0751136988
780,127704.42246525726
783,124742.91307016148
787,212749.54532079873
795,123230.21867333294
808,273977.82576942805
829,412155.15063053445
830,543262.0131546109
835,211864.93614376438
838,128404.27699705823
840,126833.40974024466
843,135451.03723204203
860,198711.29278285336
869,205484.2326744629
872,135257.8875293984
876,234132.33089629444
880,238086.8177775458
887,199539.60381697872
892,240350.57104308312
918,215474.55529084904
924,163972.49253930067
934,123169.13969492617
936,114347.67553041207
938,107607.41038109898
958,239400.7305050596
961,273909.5842592055
964,63914.277594838
965,96364.63536157734
969,126708.91007935865
977,98228.31267166701
978,193333.99895881515
991,127300.2454841634
1003,165444.76206136576
1008,210443.15802212726
1009,104506.60910324816
1023,104400.20178119375
1043,89762.6698064287
1044,98303.4350933944
1045,206882.51192762004
1046,124742.91307016148
1050,581682.3399051579
1051,211183.71447305658
1058,262559.55012477457
1061,458639.2316527064
1063,108112.75361134531
1065,197193.84047216552
1077,107274.97618312233
1080,158389.8079842855
1081,156010.26856747424
1089,105659.1791900506
1122,293308.29072619136
1126,205324.04129087325
1127,127704.42246525726
1134,126535.83404496603
1145,94410.80920039376
1151,84830.4421369084
1153,123169.13969492617
1168,95600.69201594335
1169,150377.7706818508
1170,208255.4293100873
1182,86242.43484028637
1211,158028.52073676058
1348,91923.48372360367
1394,57705.89743416207
1424,182024.4758766652
1429,217380.13262075887
1494,202125.16434964235
1516,183512.5504058979
1530,229777.66711339244
1534,176930.0878656912
1539,986068.3588437667
1548,214182.35806846683
1550,133380.107568954
1577,193332.57178881142
1611,190021.4207246658
1615,75383.42640767987
1622,92259.48343120578
1635,182959.1063638372
1647,140136.2819649542
1650,81180.72143460662
1651,133380.107568954
