Date,Close
2017-01-03,2257.830078
2017-01-04,2270.75
2017-01-05,2269.0
2017-01-06,2276.97998
2017-01-09,2268.899902
2017-01-10,2268.899902
2017-01-11,2275.320068
2017-01-12,2270.439941
2017-01-13,2274.639893
2017-01-17,2267.889893
2017-01-18,2271.889893
2017-01-19,2263.689941
2017-01-20,2271.310059
2017-01-23,2265.199951
2017-01-24,2280.070068
2017-01-25,2298.370117
2017-01-26,2296.679932
2017-01-27,2294.689941
2017-01-30,2280.899902
2017-01-31,2278.870117
2017-02-01,2279.550049
2017-02-02,2280.850098
2017-02-03,2297.419922
2017-02-06,2292.560059
2017-02-07,2293.080078
2017-02-08,2294.669922
2017-02-09,2307.870117
2017-02-10,2316.100098
2017-02-13,2328.25
2017-02-14,2337.580078
2017-02-15,2349.25
2017-02-16,2347.219971
2017-02-17,2351.159912
2017-02-21,2365.379883
2017-02-22,2362.820068
2017-02-23,2363.810059
2017-02-24,2367.340088
2017-02-27,2369.75
2017-02-28,2363.639893
2017-03-01,2395.959961
2017-03-02,2381.919922
2017-03-03,2383.120117
2017-03-06,2375.310059
2017-03-07,2368.389893
2017-03-08,2362.97998
2017-03-09,2364.870117
2017-03-10,2372.600098
2017-03-13,2373.469971
2017-03-14,2365.449951
2017-03-15,2385.26001
2017-03-16,2381.379883
2017-03-17,2378.25
2017-03-20,2373.469971
2017-03-21,2344.02002
2017-03-22,2348.449951
2017-03-23,2345.959961
2017-03-24,2343.97998
2017-03-27,2341.590088
2017-03-28,2358.570068
2017-03-29,2361.129883
2017-03-30,2368.060059
2017-03-31,2362.719971
2017-04-03,2358.840088
2017-04-04,2360.159912
2017-04-05,2352.949951
2017-04-06,2357.48999
2017-04-07,2355.540039
2017-04-10,2357.159912
2017-04-11,2353.780029
2017-04-12,2344.929932
2017-04-13,2328.949951
2017-04-17,2349.01001
2017-04-18,2342.189941
2017-04-19,2338.169922
2017-04-20,2355.840088
2017-04-21,2348.689941
2017-04-24,2374.149902
2017-04-25,2388.610107
2017-04-26,2387.449951
2017-04-27,2388.77002
2017-04-28,2384.199951
2017-05-01,2388.330078
2017-05-02,2391.169922
2017-05-03,2388.129883
2017-05-04,2389.52002
2017-05-05,2399.290039
2017-05-08,2399.379883
2017-05-09,2396.919922
2017-05-10,2399.629883
2017-05-11,2394.439941
2017-05-12,2390.899902
2017-05-15,2402.320068
2017-05-16,2400.669922
2017-05-17,2357.030029
2017-05-18,2365.719971
2017-05-19,2381.72998
2017-05-22,2394.02002
2017-05-23,2398.419922
2017-05-24,2404.389893
2017-05-25,2415.070068
2017-05-26,2415.820068
2017-05-30,2412.909912
2017-05-31,2411.800049
2017-06-01,2430.060059
2017-06-02,2439.070068
2017-06-05,2436.100098
2017-06-06,2429.330078
2017-06-07,2433.139893
2017-06-08,2433.790039
2017-06-09,2431.77002
2017-06-12,2429.389893
2017-06-13,2440.350098
2017-06-14,2437.919922
2017-06-15,2432.459961
2017-06-16,2433.149902
2017-06-19,2453.459961
2017-06-20,2437.030029
2017-06-21,2435.610107
2017-06-22,2434.5
2017-06-23,2438.300049
2017-06-26,2439.070068
2017-06-27,2419.379883
2017-06-28,2440.689941
2017-06-29,2419.699951
2017-06-30,2423.409912
2017-07-03,2429.01001
2017-07-05,2432.540039
2017-07-06,2409.75
2017-07-07,2425.179932
2017-07-10,2427.429932
2017-07-11,2425.530029
2017-07-12,2443.25
2017-07-13,2447.830078
2017-07-14,2459.27002
2017-07-17,2459.139893
2017-07-18,2460.610107
2017-07-19,2473.830078
2017-07-20,2473.449951
2017-07-21,2472.540039
2017-07-24,2469.909912
2017-07-25,2477.129883
2017-07-26,2477.830078
2017-07-27,2475.419922
2017-07-28,2472.100098
2017-07-31,2470.300049
2017-08-01,2476.350098
2017-08-02,2477.570068
2017-08-03,2472.159912
2017-08-04,2476.830078
2017-08-07,2480.909912
2017-08-08,2474.919922
2017-08-09,2474.02002
2017-08-10,2438.209961
2017-08-11,2441.320068
2017-08-14,2465.840088
2017-08-15,2464.610107
2017-08-16,2468.110107
2017-08-17,2430.01001
2017-08-18,2425.550049
2017-08-21,2428.370117
2017-08-22,2452.51001
2017-08-23,2444.040039
2017-08-24,2438.969971
2017-08-25,2443.050049
2017-08-28,2444.23999
2017-08-29,2446.300049
2017-08-30,2457.590088
2017-08-31,2471.649902
2017-09-01,2476.550049
2017-09-05,2457.850098
2017-09-06,2465.540039
2017-09-07,2465.100098
2017-09-08,2461.429932
2017-09-11,2488.110107
2017-09-12,2496.47998
2017-09-13,2498.370117
2017-09-14,2495.620117
2017-09-15,2500.22998
2017-09-18,2503.870117
2017-09-19,2506.649902
2017-09-20,2508.23999
2017-09-21,2500.600098
2017-09-22,2502.219971
2017-09-25,2496.659912
2017-09-26,2496.840088
2017-09-27,2507.040039
2017-09-28,2510.060059
2017-09-29,2519.360107
2017-10-02,2529.120117
2017-10-03,2534.580078
2017-10-04,2537.73999
2017-10-05,2552.070068
2017-10-06,2549.330078
2017-10-09,2544.72998
2017-10-10,2550.639893
2017-10-11,2555.23999
2017-10-12,2550.929932
2017-10-13,2553.169922
2017-10-16,2557.639893
2017-10-17,2559.360107
2017-10-18,2561.26001
2017-10-19,2562.100098
2017-10-20,2575.209961
2017-10-23,2564.97998
2017-10-24,2569.129883
2017-10-25,2557.149902
2017-10-26,2560.399902
2017-10-27,2581.070068
2017-10-30,2572.830078
2017-10-31,2575.26001
2017-11-01,2579.360107
2017-11-02,2579.850098
2017-11-03,2587.840088
2017-11-06,2591.129883
2017-11-07,2590.639893
2017-11-08,2594.379883
2017-11-09,2584.620117
2017-11-10,2582.300049
2017-11-13,2584.840088
2017-11-14,2578.870117
2017-11-15,2564.620117
